thai,phone
กู้หนี้ยืมสิน,kU-3 nI-3 jWm1 sin5
เก,kE-1
เก่,
เก้,
เก๊,keʔ4
เก๋,keʔ5
เก้ ๆ กัง ๆ,
เก้ๆ กังๆ,
เกก,
เก๊ก,kek4
เก๊กซิม,kek4 sim1
เกกมะเหรก,kEk2 maʔ4 rEk2
เก๊กหน้า,
เก็กฮวย,
เก๊กฮวย,kek4 hVj1
เก้กัง,keʔ3 kaŋ1
เก๋ไก๋,keʔ5 kaj5
เก็ง,keŋ1
เก่ง,keŋ2
เก้ง,keŋ3
เก๋ง,keŋ5
เก่งกล้า,keŋ2 klA-3
เกงกอย,
เก้งก้าง,keŋ3 kAŋ3
เก่งกาจ,keŋ2 kAt2
เก็งกำไร,keŋ1 kam1 raj1
เกงเขง,
เกงเคง,
เก๋งเคง,
เก่งแต่ปาก,
เก๋งพั้ง,
เกจ,
เก็จ,
เกจิ,kE-1 ciʔ2
เกจิอาจารย์,kE-1 ciʔ2 ʔA-1 cAn1
เกชา,
เกณฑ์,kEn1
เกณฑ์ตะพัด,
เกณฑ์ทหาร,kEn1 Ta-4 hAn5
เกณฑ์เมืองรั้ง,
เกณฑ์หัด,
เกด,kEt2
เก็ด,
เกตเวย์,
เกตส์,
เกตส์เฮด,
เกตุ,kEt2
เกตุมาลา,
เกเตอเรด,
เกท,
เกทับ,kE-1 Tap4
เกน,
เก่น,
เกน ๆ,
เก็บ,kep2
เก็บกด,kep2 kot2
เก็บกวาด,kep2 kwAt2
เก็บกิน,kep2 kin1
เก็บเกี่ยว,kep2 kJw2
เก็บข้าวตก,
เก็บความ,
เก็บงาน,kep2 ŋAn1
เก็บงำ,kep2 ŋam1
เก็บดอกไม้ร่วมต้น,kep2 dXk2 mAj4 rVm3 ton3
เก็บตก,kep2 tok2
เก็บตัว,kep2 tV-1
เก็บตุน,kep2 tun1
เก็บเนื้อเก็บตัว,kep2 nR-4 kep2 tV-1
เก็บเบี้ยใต้ถุนร้าน,
เก็บผม,
เก็บภาษี,kep2 PA-1 sI-5
เก็บรักษา,kep2 rak4 sA-5
เก็บไร,
เก็บเล็กผสมน้อย,kep2 lek4 Pa-2 som5 nXj4
เก็บเล็ม,
เก็บเล่ม,
เก็บสำรอง,kep2 sam5 rXŋ1
เก็บสี,
เก็บเสียง,
เก็บหน้าผ้า,
เก็บหอมรอมริบ,kep2 hXm5 rXm1 rip4
เก็บอาการ,kep2 ʔA-1 kAn1
เกม,kEm1
เกมโชว์,
เกมส์,kEm1
เกมส์โชว์,
เกย,kZj1
เกย์,kE-1
เกย์ควีน,
เกย์คิง,kE-1 Kiŋ1
เกยลา,
เกยแห้ง,kZj1 hYŋ3
เกยูร,
เกร่,
เกรง,krEŋ1
เกร็ง,kreŋ1
เกรงกลัว,krEŋ1 klV-1
เกรงขาม,krEŋ1 KAm5
เกรงใจ,krEŋ1 caj1
เกรงอกเกรงใจ,
เกรด,krEt2
เกร็ด,kret2
เกร็ดความรู้,kret2 KwAm1 rU-4
เกรดเฉลี่ย,
เกร็ดพงศาวดาร,kret2 Poŋ1 sA-5 wa-4 dAn1
เกรน,
เกรนาดีนส์,
เกรเนดา,
เกรย์,
เกรย์ฮอว์ค,
เกรวี,
เกร่อ,krZ-2
เกรอะ,krəʔ2
เกรอะกรัง,krəʔ2 kraŋ1
เกราะ,krɔʔ2
เกริก,
เกริกก้อง,
เกริน,
เกริ่น,krZn2
เกรินบันไดนาค,
เกรินบุษบก,
เกรินราชรถ,
เกรียก,krJk2
เกรียง,krJŋ1
เกรียงไกร,krJŋ1 kraj1
เกรียด,
เกรียน,krJn1
เกรียบ,krJp2
เกรียบกรอบ,
เกรียม,krJm1
เกรียมกรม,
เกรียว,krJw1
เกรี้ยว,krJw3
เกรี้ยว ๆ,
เกรี้ยวกราด,krJw3 krAt2
เกรียวกราว,krJw1 krAw1
เกรี้ยวโกรธ,
เกเร,kE-1 rE-1
เกเรเกตุง,
เกเรเกเส,
เกล,kEn1
เกล็ด,klet2
เกล็ดกระดี่,
เกล็ดข้าวเม่า,
เกล็ดถี่,
เกล็ดนาค,
เกล็ดปลา,
เกล็ดปลากระโห้,
เกล็ดปลาช่อน,
เกล็ดเลือด,klet2 lRt3
เกล็ดหอย,
เกลศ,
เกลอ,klZ-1
เกลา,klaw1
เกล้า,klaw3
เกล้ากระผม,klAw3 kra-1 Pom5
เกล้ากระหม่อม,
เกลากลึง,
เกล้าผม,klAw3 Pom5
เกลาะ,
เกลี่ย,klJ-2
เกลี้ย,klJ-3
เกลี้ยกล่อม,klJ-3 klXm2
เกลี่ยไกล่,klJ-2 klaj2
เกลียง,
เกลี้ยง,klJŋ3
เกลี้ยงเกลา,klJŋ3 klaw1
เกลียด,klJt2
เกลียดเข้ากระดูกดำ,
เกลียดเข้าไส้,klJt2 Kaw3 saj3
เกลียดชัง,klJt2 Caŋ1
เกลียดตัวกินไข่,
เกลียดปลาไหลกินน้ำแกง,
เกลียว,klJw1
เกลียวกลม,
เกลียวข้าง,
เกลียวคลื่น,klJw1 KlWn3
เกลียวคอ,
เกลี่ยวดำ,
เกลียวหวาน,
เกลือ,klR-1
เกลื้อ,
เกลือก,klRk2
เกลือกกลั้ว,klRk2 klV-3
เกลือกกลิ้ง,klRk2 kliŋ3
เกลือกรด,klR-1 krot2
เกลือแกง,
เกลือเงิน,
เกลือจิ้มเกลือ,
เกลือจืด,klR-1 cWt2
เกลือด่าง,klR-1 dAŋ2
เกลือด่างคลี,
เกลื่อน,klRn2
เกลื้อน,klRn3
เกลื่อนกล่น,
เกลื่อนกลาด,klRn2 klAt2
เกลื่อนความ,
เกลือเบสิก,
เกลือปรกติ,
เกลือเป็นหนอน,klR-1 pen1 nXn5
เกลือฟอง,
เกลือยูเรต,
เกลือแร่,klR-1 rY-3
เกลือสมุทร,klR-1 sa-1 mut2
เกลือสินเธาว์,klR-1 sin5 Taw1
เกไล,
เกวัฏ,
เกวียน,kwJn1
เกวียนหลวง,
เกศ,kEt2
เกศธาตุ,
เกศพ,
เกศว,
เกศวะ,
เกศา,kE-1 sA-5
เกศากันต์,
เกศินี,
เกศินีวิลล์,
เกศี,
เกษตร,ka-2 sEt2
เกษตรกร,ka-1 sEt2 traʔ2 kXn1
เกษตรกรรม,ka-1 sEt2 traʔ2 kam1
เกษตรและสหกรณ์,
เกษตรศาสตร์,ka-1 sEt2 traʔ2 sAt2
เกษตรศาสตรบัณฑิต,
เกษตรศาสตรมหาบัณฑิต,
เกษตราธิการ,ka-1 sEt2 trA-1 Ti-4 kAn1
เกษม,ka-1 sEm5
เกษมณี,ka-2 sEm1 ma-4 nI-1
เกษมโปลีเทคนิค,
เกษมพิทยา,
เกษมราษฎร์,
เกษมศานต์,ka-2 sEm5 sAn5
เกษมสันต์,ka-2 sEm1 san5
เกษียณ,ka-2 sJn5
เกษียณอายุ,ka-2 sJn5 ʔA-1 juʔ4
เกษียน,ka-2 sJn5
เกษียร,ka-2 sJn5
เกษียรสมุทร,
เกส,
เกสต์เฮาส์,kEt2 haw1
เกสร,kE-1 sXn5
เกสรตัวผู้,kE-1 sXn5 tV-1 PU-3
เกสรทั้งห้า,
เกสรเพศเมีย,
เกสรี,
เกสา,
เกสี,
เก้อ,kZ-3
เก้อเขิน,kZ-3 KZn5
เกอร์คิน,
เกอว,kXw1
เกอิชา,kE-1 ʔiʔ2 CA-1
เกะ,
เก๊ะ,keʔ4
เกะกะ,keʔ2 kaʔ2
เกา,kaw1
เก่า,kaw2
เก้า,kAw3
เก๋า,kaw5
เก่าๆ,kaw2 kaw2
เก่ากะลา,
เก่ากะโหลกกะลี,
เก๋ากี้,
เก๋ากึ้ก,
เก๋ากึ๊ก,kaw5 kɯk4
เก่าเก็บ,kaw2 kep2
เก๊าเก่า,
เก่าแก่,kaw2 kY-2
เก๋าเจ้ง,
เกาต์,kaw1
เกาทัณฑ์,
เกาทุมพร,
เกาบิน,
เกาบิล,
เกามาร,
เกาลัด,kaw1 lat4
เกาลัดจีน,
เก่าลายคราม,
เกาลิน,
เกาไศย,
เกาสมอ,
เกาหลี,kaw1 lI-5
เกาหลีใต้,kaw1 lI-5 tAj3
เกาหลีหนือ,
เกาหลีเหนือ,kaw1 lI-5 nR-5
เกาเหลา,kaw1 law5
เกาเหลียง,
เก้าเหลี่ยม,
เก้าอี้,kaw3 ʔI-3
เก้าอี้เข็น,
เก้าอี้ดนตรี,
เก้าอี้นวม,kaw3 ʔI-3 nVm1
เก้าอี้นอน,
เก้าอี้นั่ง,
เก้าอี้พนัก,
เก้าอี้พับ,kaw3 ʔI-3 Pap4
เก้าอี้ไฟฟ้า,
เก้าอี้ม้ายาว,
เก้าอี้ยาว,kaw3 ʔI-3 jAw1
เก้าอี้โยก,kaw3 ʔI-3 jOk3
เก้าอี้รับแขก,kaw3 ʔI-3 rap4 KYk2
เก้าอี้ล้อเลื่อน,
เก้าอี้สนาม,
เก้าอี้หวาย,
เกาะ,kɔʔ2
เกาะกลางถนน,kɔʔ2 klAŋ1 Ta-2 non5
เกาะกลุ่ม,kɔʔ2 klum2
เกาะกิน,kɔʔ2 kin1
เกาะกุม,
เกาะเกี่ยว,
เกาะแกะ,
เกาะชายกระโปรง,
เกาะชายผ้าเหลือง,
เกาะติด,kɔʔ2 tit2
เกาะเล็ก,
เกิง,
เกิ้ง,
เกิด,kZt2
เกิดก่อนกำหนด,
เกิดขึ้น,kZt2 Kɯn3
เกิดขึ้นในใจ,
เกิดปฏิกิริยา,
เกิดผล,kZt2 Pon5
เกิดเรื่อง,kZt2 rRŋ3
เกิดสูรย์,
เกิดเหตุ,
เกิน,kZn1
เกินการ,
เกินกำลัง,
เกินกำหนด,
เกินกิน,
เกินแกง,
เกินขนาด,kZn1 Ka-2 nAt2
เกินขอบเขต,kZn1 KXp2 KEt2
เกินคน,
เกินควร,
เกินความจำเป็น,
เกินคาด,kZn1 KAt3
เกินงาม,kZn1 ŋAm1
เกินดี,
เกินดุล,
เกินต้องการ,
เกินตัว,kZn1 tV-1
เกินไป,kZn1 paj1
เกินพิกัด,kZn1 Piʔ4 kat2
เกินเลย,
เกินหน้า,
เกินหน้าเกินตา,
เกิบ,
เกิร์ล,
เกิร์ลลี่เบอรี่,
เกีย,kJ-1
เกียกกาย,kJk2 kAj1
เกียง,
เกี่ยง,kJŋ2
เกี๋ยง,
เกี๋ยงคำ,
เกี่ยงงอน,kJŋ2 ŋXn1
เกี่ยงตาย,
เกียจ,kJt2
เกียจกล,
เกียจคร้าน,kJt2 KrAn4
เกียด,
เกียดกัน,kJt2 kan1
เกียน,kJn2
เกียนอันเกง,
เกี่ยมฉ่าย,
เกี้ยมไฉ่,
เกี้ยมอี๋,
เกียร์,kJ-1
เกียร์กระปุก,
เกียรติ,kJt2
เกียรติ์,kJt2
เกียรติคุณ,kJt2 tiʔ2 Kun1
เกียรตินิยม,kJt2 niʔ4 jom1
เกียรตินิยมอันดับหนึ่ง,kJt2 niʔ4 jom1 ʔan1 dap2 nɯŋ2
เกียรติประวัติ,kJt2 tiʔ2 pra-1 wat2
เกียรติภูมิ,kJt2 PU-1 miʔ4
เกียรติมุข,
เกียรติยศ,kJt2 tiʔ2 jot4
เกียรติศักดิ์,kJt2 tiʔ2 sak2
เกียรติฯ,
เกียร์มือ,
เกียร์ว่าง,kJ-1 wAŋ3
เกี่ยว,kJw2
เกี้ยว,kJw3
เกี๊ยว,kJw4
เกี่ยวก้อย,kJw2 kXj3
เกี่ยวกับ,kJw2 kap2
เกี่ยวกับว่า,
เกี้ยวเกไล,
เกี่ยวข้อง,kJw2 KXŋ3
เกี่ยวข้าว,kJw2 KAw3
เกี้ยวคอไก่,
เกี่ยวดอง,kJw2 dXŋ1
เกี่ยวดองหนองยุ่ง,
เกียวโต,kJw1 tO-1
เกี้ยวนวม,
เกี่ยวเนื่อง,kJw2 nRŋ3
เกี่ยวเบ็ด,
เกี้ยวประทีป,
เกี่ยวแฝกมุงป่า,kJw2 fYk2 muŋ1 pA-2
เกี่ยวพัน,kJw2 Pan1
เกี้ยวพาน,kJw3 PAn1
เกี้ยวพาราสี,kJw3 PA-1 rA-1 sI-5
เกี่ยวโยง,kJw2 jOŋ1
เกี๊ยะ,kJʔ4
เกื้อ,kR-3
เกือก,kRk2
เกือกแตะ,kRk2 tɛʔ2
เกือกม้า,kRk2 mA-4
เกื้อกูล,kR-3 kUn1
เกือบ,kRp2
เกือบจะ,kRp2 caʔ2
เกือบตาย,
เกือบไป,
เกื้อหนุน,kR-3 nun5
แก,kY-1
แก่,kY-2
แก้,kY-3
แก่ๆ,kY-2 kY-2
แก๊ก,kYk4
แก่กล้า,
แก้เก้อ,kY-3 kZ-3
แก่เกินแกง,kY-2 kZn1 kYŋ1
แก้เกี้ยว,
แก้ขวย,kY-3 KVj5
แก้ขัด,kY-3 Kat2
แก้เขิน,
แก้ไข,kY-3 Kaj5
แก้ไขปรับปรุง,kY-3 Kaj5 prap2 pruŋ1
